"Notes"	"State"	"State Code"	"Gender"	"Gender Code"	"Injury Intent"	"Injury Intent Code"	Deaths	Population	Crude Rate
	"California"	"06"	"Female"	"F"	"Suicide"	"2"	1005	118185938	0.9
	"California"	"06"	"Female"	"F"	"Homicide"	"3"	1158	118185938	1.0
	"California"	"06"	"Female"	"F"	"Undetermined "	"4"	29	118185938	0.0
	"California"	"06"	"Female"	"F"	"Legal Intervention / Operations of War"	"5"	30	118185938	0.0
	"California"	"06"	"Female"	"F"	"Non-Injury, no intent classified"	"9"	0	118185938	Unreliable
	"California"	"06"	"Male"	"M"	"Unintentional"	"1"	174	117483779	0.1
	"California"	"06"	"Male"	"M"	"Suicide"	"2"	8673	117483779	7.4
	"California"	"06"	"Male"	"M"	"Homicide"	"3"	8059	117483779	6.9
	"California"	"06"	"Male"	"M"	"Undetermined "	"4"	81	117483779	0.1
	"California"	"06"	"Male"	"M"	"Legal Intervention / Operations of War"	"5"	480	117483779	0.4
	"California"	"06"	"Male"	"M"	"Non-Injury, no intent classified"	"9"	0	117483779	Unreliable
	"Colorado"	"08"	"Female"	"F"	"Unintentional"	"1"	Suppressed	17211120	Suppressed
	"Colorado"	"08"	"Female"	"F"	"Suicide"	"2"	547	17211120	3.2
	"Colorado"	"08"	"Female"	"F"	"Homicide"	"3"	283	17211120	1.6
	"Colorado"	"08"	"Female"	"F"	"Undetermined "	"4"	11	17211120	Unreliable
	"Colorado"	"08"	"Female"	"F"	"Legal Intervention / Operations of War"	"5"	Suppressed	17211120	Suppressed
	"Colorado"	"08"	"Female"	"F"	"Non-Injury, no intent classified"	"9"	0	17211120	Unreliable
	"Colorado"	"08"	"Male"	"M"	"Unintentional"	"1"	40	17580504	0.2
	"Colorado"	"08"	"Male"	"M"	"Suicide"	"2"	3571	17580504	20.3
	"Colorado"	"08"	"Male"	"M"	"Homicide"	"3"	1145	17580504	6.5
	"Colorado"	"08"	"Male"	"M"	"Undetermined "	"4"	30	17580504	0.2
	"Colorado"	"08"	"Male"	"M"	"Legal Intervention / Operations of War"	"5"	136	17580504	0.8
	"Colorado"	"08"	"Male"	"M"	"Non-Injury, no intent classified"	"9"	0	17580504	Unreliable
	"Connecticut"	"09"	"Female"	"F"	"Unintentional"	"1"	Suppressed	11006425	Suppressed
	"Connecticut"	"09"	"Female"	"F"	"Suicide"	"2"	54	11006425	0.5
	"Connecticut"	"09"	"Female"	"F"	"Homicide"	"3"	82	11006425	0.7
	"Connecticut"	"09"	"Female"	"F"	"Undetermined "	"4"	Suppressed	11006425	Suppressed
	"Connecticut"	"09"	"Female"	"F"	"Legal Intervention / Operations of War"	"5"	0	11006425	Unreliable
	"Connecticut"	"09"	"Female"	"F"	"Non-Injury, no intent classified"	"9"	0	11006425	Unreliable
	"Connecticut"	"09"	"Male"	"M"	"Unintentional"	"1"	Suppressed	10537511	Suppressed
	"Connecticut"	"09"	"Male"	"M"	"Suicide"	"2"	666	10537511	6.3
	"Connecticut"	"09"	"Male"	"M"	"Homicide"	"3"	472	10537511	4.5
	"Connecticut"	"09"	"Male"	"M"	"Undetermined "	"4"	12	10537511	Unreliable
	"Connecticut"	"09"	"Male"	"M"	"Legal Intervention / Operations of War"	"5"	22	10537511	0.2
	"Connecticut"	"09"	"Male"	"M"	"Non-Injury, no intent classified"	"9"	0	10537511	Unreliable
	"Delaware"	"10"	"Female"	"F"	"Unintentional"	"1"	0	3084950	Unreliable
	"Delaware"	"10"	"Female"	"F"	"Suicide"	"2"	42	3084950	1.4
	"Delaware"	"10"	"Female"	"F"	"Homicide"	"3"	60	3084950	1.9
	"Delaware"	"10"	"Female"	"F"	"Undetermined "	"4"	0	3084950	Unreliable
	"Delaware"	"10"	"Female"	"F"	"Legal Intervention / Operations of War"	"5"	Suppressed	3084950	Suppressed
	"Delaware"	"10"	"Female"	"F"	"Non-Injury, no intent classified"	"9"	0	3084950	Unreliable
	"Delaware"	"10"	"Male"	"M"	"Unintentional"	"1"	Suppressed	2896464	Suppressed
	"Delaware"	"10"	"Male"	"M"	"Suicide"	"2"	345	2896464	11.9
	"Delaware"	"10"	"Male"	"M"	"Homicide"	"3"	278	2896464	9.6
	"Delaware"	"10"	"Male"	"M"	"Undetermined "	"4"	Suppressed	2896464	Suppressed
	"Delaware"	"10"	"Male"	"M"	"Legal Intervention / Operations of War"	"5"	Suppressed	2896464	Suppressed
	"Delaware"	"10"	"Male"	"M"	"Non-Injury, no intent classified"	"9"	0	2896464	Unreliable
	"District of Columbia"	"11"	"Female"	"F"	"Unintentional"	"1"	0	2175594	Unreliable
	"District of Columbia"	"11"	"Female"	"F"	"Suicide"	"2"	Suppressed	2175594	Suppressed
	"District of Columbia"	"11"	"Female"	"F"	"Homicide"	"3"	93	2175594	4.3
	"District of Columbia"	"11"	"Female"	"F"	"Undetermined "	"4"	Suppressed	2175594	Suppressed
	"District of Columbia"	"11"	"Female"	"F"	"Legal Intervention / Operations of War"	"5"	Suppressed	2175594	Suppressed
	"District of Columbia"	"11"	"Female"	"F"	"Non-Injury, no intent classified"	"9"	0	2175594	Unreliable
	"District of Columbia"	"11"	"Male"	"M"	"Unintentional"	"1"	Suppressed	1966251	Suppressed
	"District of Columbia"	"11"	"Male"	"M"	"Suicide"	"2"	60	1966251	3.1
	"District of Columbia"	"11"	"Male"	"M"	"Homicide"	"3"	829	1966251	42.2
	"District of Columbia"	"11"	"Male"	"M"	"Undetermined "	"4"	Suppressed	1966251	Suppressed
	"District of Columbia"	"11"	"Male"	"M"	"Legal Intervention / Operations of War"	"5"	Suppressed	1966251	Suppressed
	"District of Columbia"	"11"	"Male"	"M"	"Non-Injury, no intent classified"	"9"	0	1966251	Unreliable
	"Florida"	"12"	"Female"	"F"	"Unintentional"	"1"	Suppressed	66853446	Suppressed
	"Florida"	"12"	"Female"	"F"	"Suicide"	"2"	1698	66853446	2.5
	"Florida"	"12"	"Female"	"F"	"Homicide"	"3"	1172	66853446	1.8
	"Florida"	"12"	"Female"	"F"	"Undetermined "	"4"	35	66853446	0.1
	"Florida"	"12"	"Female"	"F"	"Legal Intervention / Operations of War"	"5"	11	66853446	Unreliable
	"Florida"	"12"	"Female"	"F"	"Non-Injury, no intent classified"	"9"	0	66853446	Unreliable
	"Florida"	"12"	"Male"	"M"	"Unintentional"	"1"	95	64293605	0.1
	"Florida"	"12"	"Male"	"M"	"Suicide"	"2"	9724	64293605	15.1
	"Florida"	"12"	"Male"	"M"	"Homicide"	"3"	5429	64293605	8.4
	"Florida"	"12"	"Male"	"M"	"Undetermined "	"4"	85	64293605	0.1
	"Florida"	"12"	"Male"	"M"	"Legal Intervention / Operations of War"	"5"	185	64293605	0.3
	"Florida"	"12"	"Male"	"M"	"Non-Injury, no intent classified"	"9"	0	64293605	Unreliable
	"Georgia"	"13"	"Female"	"F"	"Unintentional"	"1"	18	33135770	Unreliable
	"Georgia"	"13"	"Female"	"F"	"Suicide"	"2"	1005	33135770	3.0
	"Georgia"	"13"	"Female"	"F"	"Homicide"	"3"	856	33135770	2.6
	"Georgia"	"13"	"Female"	"F"	"Undetermined "	"4"	22	33135770	0.1
	"Georgia"	"13"	"Female"	"F"	"Legal Intervention / Operations of War"	"5"	Suppressed	33135770	Suppressed
	"Georgia"	"13"	"Female"	"F"	"Non-Injury, no intent classified"	"9"	0	33135770	Unreliable
	"Georgia"	"13"	"Male"	"M"	"Unintentional"	"1"	118	31452814	0.4
	"Georgia"	"13"	"Male"	"M"	"Suicide"	"2"	5157	31452814	16.4
	"Georgia"	"13"	"Male"	"M"	"Homicide"	"3"	4324	31452814	13.7
	"Georgia"	"13"	"Male"	"M"	"Undetermined "	"4"	73	31452814	0.2
	"Georgia"	"13"	"Male"	"M"	"Legal Intervention / Operations of War"	"5"	125	31452814	0.4
	"Georgia"	"13"	"Male"	"M"	"Non-Injury, no intent classified"	"9"	0	31452814	Unreliable
	"Hawaii"	"15"	"Female"	"F"	"Unintentional"	"1"	0	4267009	Unreliable
	"Hawaii"	"15"	"Female"	"F"	"Suicide"	"2"	24	4267009	0.6
	"Hawaii"	"15"	"Female"	"F"	"Homicide"	"3"	22	4267009	0.5
	"Hawaii"	"15"	"Female"	"F"	"Undetermined "	"4"	Suppressed	4267009	Suppressed
	"Hawaii"	"15"	"Female"	"F"	"Legal Intervention / Operations of War"	"5"	0	4267009	Unreliable
	"Hawaii"	"15"	"Female"	"F"	"Non-Injury, no intent classified"	"9"	0	4267009	Unreliable
	"Hawaii"	"15"	"Male"	"M"	"Unintentional"	"1"	Suppressed	4293247	Suppressed
	"Hawaii"	"15"	"Male"	"M"	"Suicide"	"2"	215	4293247	5.0
	"Hawaii"	"15"	"Male"	"M"	"Homicide"	"3"	89	4293247	2.1
	"Hawaii"	"15"	"Male"	"M"	"Undetermined "	"4"	Suppressed	4293247	Suppressed
	"Hawaii"	"15"	"Male"	"M"	"Legal Intervention / Operations of War"	"5"	19	4293247	Unreliable
	"Hawaii"	"15"	"Male"	"M"	"Non-Injury, no intent classified"	"9"	0	4293247	Unreliable
	"Idaho"	"16"	"Female"	"F"	"Unintentional"	"1"	Suppressed	5557525	Suppressed
	"Idaho"	"16"	"Female"	"F"	"Suicide"	"2"	221	5557525	4.0
	"Idaho"	"16"	"Female"	"F"	"Homicide"	"3"	47	5557525	0.8
	"Idaho"	"16"	"Female"	"F"	"Undetermined "	"4"	Suppressed	5557525	Suppressed
	"Idaho"	"16"	"Female"	"F"	"Legal Intervention / Operations of War"	"5"	Suppressed	5557525	Suppressed
	"Idaho"	"16"	"Female"	"F"	"Non-Injury, no intent classified"	"9"	0	5557525	Unreliable
	"Idaho"	"16"	"Male"	"M"	"Unintentional"	"1"	28	5615343	0.5
	"Idaho"	"16"	"Male"	"M"	"Suicide"	"2"	1380	5615343	24.6
	"Idaho"	"16"	"Male"	"M"	"Homicide"	"3"	127	5615343	2.3
	"Idaho"	"16"	"Male"	"M"	"Undetermined "	"4"	10	5615343	Unreliable
	"Idaho"	"16"	"Male"	"M"	"Legal Intervention / Operations of War"	"5"	49	5615343	0.9
	"Idaho"	"16"	"Male"	"M"	"Non-Injury, no intent classified"	"9"	0	5615343	Unreliable
	"Illinois"	"17"	"Female"	"F"	"Unintentional"	"1"	10	38435957	Unreliable
	"Illinois"	"17"	"Female"	"F"	"Suicide"	"2"	436	38435957	1.1
	"Illinois"	"17"	"Female"	"F"	"Homicide"	"3"	713	38435957	1.9
	"Illinois"	"17"	"Female"	"F"	"Undetermined "	"4"	19	38435957	Unreliable
	"Illinois"	"17"	"Female"	"F"	"Legal Intervention / Operations of War"	"5"	Suppressed	38435957	Suppressed
	"Illinois"	"17"	"Female"	"F"	"Non-Injury, no intent classified"	"9"	0	38435957	Unreliable
	"Illinois"	"17"	"Male"	"M"	"Unintentional"	"1"	60	37367664	0.2
	"Illinois"	"17"	"Male"	"M"	"Suicide"	"2"	3240	37367664	8.7
	"Illinois"	"17"	"Male"	"M"	"Homicide"	"3"	5374	37367664	14.4
	"Illinois"	"17"	"Male"	"M"	"Undetermined "	"4"	55	37367664	0.1
	"Illinois"	"17"	"Male"	"M"	"Legal Intervention / Operations of War"	"5"	67	37367664	0.2
	"Illinois"	"17"	"Male"	"M"	"Non-Injury, no intent classified"	"9"	0	37367664	Unreliable
	"Indiana"	"18"	"Female"	"F"	"Unintentional"	"1"	13	20550021	Unreliable
	"Indiana"	"18"	"Female"	"F"	"Suicide"	"2"	512	20550021	2.5
	"Indiana"	"18"	"Female"	"F"	"Homicide"	"3"	492	20550021	2.4
	"Indiana"	"18"	"Female"	"F"	"Undetermined "	"4"	21	20550021	0.1
	"Indiana"	"18"	"Female"	"F"	"Legal Intervention / Operations of War"	"5"	Suppressed	20550021	Suppressed
	"Indiana"	"18"	"Female"	"F"	"Non-Injury, no intent classified"	"9"	0	20550021	Unreliable
	"Indiana"	"18"	"Male"	"M"	"Unintentional"	"1"	94	20130250	0.5
	"Indiana"	"18"	"Male"	"M"	"Suicide"	"2"	3399	20130250	16.9
	"Indiana"	"18"	"Male"	"M"	"Homicide"	"3"	2144	20130250	10.7
	"Indiana"	"18"	"Male"	"M"	"Undetermined "	"4"	58	20130250	0.3
	"Indiana"	"18"	"Male"	"M"	"Legal Intervention / Operations of War"	"5"	76	20130250	0.4
	"Indiana"	"18"	"Male"	"M"	"Non-Injury, no intent classified"	"9"	0	20130250	Unreliable
	"Iowa"	"19"	"Female"	"F"	"Unintentional"	"1"	Suppressed	9541634	Suppressed
	"Iowa"	"19"	"Female"	"F"	"Suicide"	"2"	145	9541634	1.5
	"Iowa"	"19"	"Female"	"F"	"Homicide"	"3"	76	9541634	0.8
	"Iowa"	"19"	"Female"	"F"	"Undetermined "	"4"	Suppressed	9541634	Suppressed
	"Iowa"	"19"	"Female"	"F"	"Legal Intervention / Operations of War"	"5"	Suppressed	9541634	Suppressed
	"Iowa"	"19"	"Female"	"F"	"Non-Injury, no intent classified"	"9"	0	9541634	Unreliable
	"Iowa"	"19"	"Male"	"M"	"Unintentional"	"1"	20	9533742	0.2
	"Iowa"	"19"	"Male"	"M"	"Suicide"	"2"	1426	9533742	15.0
	"Iowa"	"19"	"Male"	"M"	"Homicide"	"3"	295	9533742	3.1
	"Iowa"	"19"	"Male"	"M"	"Undetermined "	"4"	24	9533742	0.3
	"Iowa"	"19"	"Male"	"M"	"Legal Intervention / Operations of War"	"5"	Suppressed	9533742	Suppressed
	"Iowa"	"19"	"Male"	"M"	"Non-Injury, no intent classified"	"9"	0	9533742	Unreliable
	"Kansas"	"20"	"Female"	"F"	"Unintentional"	"1"	Suppressed	8776675	Suppressed
	"Kansas"	"20"	"Female"	"F"	"Suicide"	"2"	217	8776675	2.5
	"Kansas"	"20"	"Female"	"F"	"Homicide"	"3"	145	8776675	1.7
	"Kansas"	"20"	"Female"	"F"	"Undetermined "	"4"	Suppressed	8776675	Suppressed
	"Kansas"	"20"	"Female"	"F"	"Legal Intervention / Operations of War"	"5"	Suppressed	8776675	Suppressed
	"Kansas"	"20"	"Female"	"F"	"Non-Injury, no intent classified"	"9"	0	8776675	Unreliable
	"Kansas"	"20"	"Male"	"M"	"Unintentional"	"1"	31	8774227	0.4
	"Kansas"	"20"	"Male"	"M"	"Suicide"	"2"	1694	8774227	19.3
	"Kansas"	"20"	"Male"	"M"	"Homicide"	"3"	648	8774227	7.4
	"Kansas"	"20"	"Male"	"M"	"Undetermined "	"4"	22	8774227	0.3
	"Kansas"	"20"	"Male"	"M"	"Legal Intervention / Operations of War"	"5"	19	8774227	Unreliable
	"Kansas"	"20"	"Male"	"M"	"Non-Injury, no intent classified"	"9"	0	8774227	Unreliable
	"Kentucky"	"21"	"Female"	"F"	"Unintentional"	"1"	12	13635766	Unreliable
	"Kentucky"	"21"	"Female"	"F"	"Suicide"	"2"	406	13635766	3.0
	"Kentucky"	"21"	"Female"	"F"	"Homicide"	"3"	336	13635766	2.5
	"Kentucky"	"21"	"Female"	"F"	"Undetermined "	"4"	12	13635766	Unreliable
	"Kentucky"	"21"	"Female"	"F"	"Legal Intervention / Operations of War"	"5"	Suppressed	13635766	Suppressed
	"Kentucky"	"21"	"Female"	"F"	"Non-Injury, no intent classified"	"9"	0	13635766	Unreliable
	"Kentucky"	"21"	"Male"	"M"	"Unintentional"	"1"	108	13325418	0.8
	"Kentucky"	"21"	"Male"	"M"	"Suicide"	"2"	2669	13325418	20.0
	"Kentucky"	"21"	"Male"	"M"	"Homicide"	"3"	1320	13325418	9.9
	"Kentucky"	"21"	"Male"	"M"	"Undetermined "	"4"	53	13325418	0.4
	"Kentucky"	"21"	"Male"	"M"	"Legal Intervention / Operations of War"	"5"	56	13325418	0.4
	"Kentucky"	"21"	"Male"	"M"	"Non-Injury, no intent classified"	"9"	0	13325418	Unreliable
	"Louisiana"	"22"	"Female"	"F"	"Unintentional"	"1"	Suppressed	14188699	Suppressed
	"Louisiana"	"22"	"Female"	"F"	"Suicide"	"2"	461	14188699	3.2
	"Louisiana"	"22"	"Female"	"F"	"Homicide"	"3"	576	14188699	4.1
	"Louisiana"	"22"	"Female"	"F"	"Undetermined "	"4"	Suppressed	14188699	Suppressed
	"Louisiana"	"22"	"Female"	"F"	"Legal Intervention / Operations of War"	"5"	Suppressed	14188699	Suppressed
	"Louisiana"	"22"	"Female"	"F"	"Non-Injury, no intent classified"	"9"	0	14188699	Unreliable
	"Louisiana"	"22"	"Male"	"M"	"Unintentional"	"1"	101	13553428	0.7
	"Louisiana"	"22"	"Male"	"M"	"Suicide"	"2"	2294	13553428	16.9
	"Louisiana"	"22"	"Male"	"M"	"Homicide"	"3"	3492	13553428	25.8
	"Louisiana"	"22"	"Male"	"M"	"Undetermined "	"4"	52	13553428	0.4
	"Louisiana"	"22"	"Male"	"M"	"Legal Intervention / Operations of War"	"5"	33	13553428	0.2
	"Louisiana"	"22"	"Male"	"M"	"Non-Injury, no intent classified"	"9"	0	13553428	Unreliable
	"Maine"	"23"	"Female"	"F"	"Unintentional"	"1"	Suppressed	4164000	Suppressed
	"Maine"	"23"	"Female"	"F"	"Suicide"	"2"	91	4164000	2.2
	"Maine"	"23"	"Female"	"F"	"Homicide"	"3"	35	4164000	0.8
	"Maine"	"23"	"Female"	"F"	"Undetermined "	"4"	0	4164000	Unreliable
	"Maine"	"23"	"Female"	"F"	"Legal Intervention / Operations of War"	"5"	Suppressed	4164000	Suppressed
	"Maine"	"23"	"Female"	"F"	"Non-Injury, no intent classified"	"9"	0	4164000	Unreliable
	"Maine"	"23"	"Male"	"M"	"Unintentional"	"1"	10	4022066	Unreliable
	"Maine"	"23"	"Male"	"M"	"Suicide"	"2"	804	4022066	20.0
	"Maine"	"23"	"Male"	"M"	"Homicide"	"3"	69	4022066	1.7
	"Maine"	"23"	"Male"	"M"	"Undetermined "	"4"	Suppressed	4022066	Suppressed
	"Maine"	"23"	"Male"	"M"	"Legal Intervention / Operations of War"	"5"	19	4022066	Unreliable
	"Maine"	"23"	"Male"	"M"	"Non-Injury, no intent classified"	"9"	0	4022066	Unreliable
	"Maryland"	"24"	"Female"	"F"	"Unintentional"	"1"	0	18855146	Unreliable
	"Maryland"	"24"	"Female"	"F"	"Suicide"	"2"	169	18855146	0.9
	"Maryland"	"24"	"Female"	"F"	"Homicide"	"3"	336	18855146	1.8
	"Maryland"	"24"	"Female"	"F"	"Undetermined "	"4"	Suppressed	18855146	Suppressed
	"Maryland"	"24"	"Female"	"F"	"Legal Intervention / Operations of War"	"5"	0	18855146	Unreliable
	"Maryland"	"24"	"Female"	"F"	"Non-Injury, no intent classified"	"9"	0	18855146	Unreliable
	"Maryland"	"24"	"Male"	"M"	"Unintentional"	"1"	13	17799096	Unreliable
	"Maryland"	"24"	"Male"	"M"	"Suicide"	"2"	1478	17799096	8.3
	"Maryland"	"24"	"Male"	"M"	"Homicide"	"3"	2676	17799096	15.0
	"Maryland"	"24"	"Male"	"M"	"Undetermined "	"4"	10	17799096	Unreliable
	"Maryland"	"24"	"Male"	"M"	"Legal Intervention / Operations of War"	"5"	46	17799096	0.3
	"Maryland"	"24"	"Male"	"M"	"Non-Injury, no intent classified"	"9"	0	17799096	Unreliable
	"Massachusetts"	"25"	"Female"	"F"	"Unintentional"	"1"	0	21362717	Unreliable
	"Massachusetts"	"25"	"Female"	"F"	"Suicide"	"2"	64	21362717	0.3
	"Massachusetts"	"25"	"Female"	"F"	"Homicide"	"3"	85	21362717	0.4
	"Massachusetts"	"25"	"Female"	"F"	"Undetermined "	"4"	Suppressed	21362717	Suppressed
	"Massachusetts"	"25"	"Female"	"F"	"Legal Intervention / Operations of War"	"5"	Suppressed	21362717	Suppressed
	"Massachusetts"	"25"	"Female"	"F"	"Non-Injury, no intent classified"	"9"	0	21362717	Unreliable
	"Massachusetts"	"25"	"Male"	"M"	"Unintentional"	"1"	Suppressed	20293605	Suppressed
	"Massachusetts"	"25"	"Male"	"M"	"Suicide"	"2"	792	20293605	3.9
	"Massachusetts"	"25"	"Male"	"M"	"Homicide"	"3"	570	20293605	2.8
	"Massachusetts"	"25"	"Male"	"M"	"Undetermined "	"4"	Suppressed	20293605	Suppressed
	"Massachusetts"	"25"	"Male"	"M"	"Legal Intervention / Operations of War"	"5"	23	20293605	0.1
	"Massachusetts"	"25"	"Male"	"M"	"Non-Injury, no intent classified"	"9"	0	20293605	Unreliable
	"Michigan"	"26"	"Female"	"F"	"Unintentional"	"1"	Suppressed	30386364	Suppressed
	"Michigan"	"26"	"Female"	"F"	"Suicide"	"2"	548	30386364	1.8
	"Michigan"	"26"	"Female"	"F"	"Homicide"	"3"	611	30386364	2.0
	"Michigan"	"26"	"Female"	"F"	"Undetermined "	"4"	19	30386364	Unreliable
	"Michigan"	"26"	"Female"	"F"	"Legal Intervention / Operations of War"	"5"	Suppressed	30386364	Suppressed
	"Michigan"	"26"	"Female"	"F"	"Non-Injury, no intent classified"	"9"	0	30386364	Unreliable
	"Michigan"	"26"	"Male"	"M"	"Unintentional"	"1"	38	29685148	0.1
	"Michigan"	"26"	"Male"	"M"	"Suicide"	"2"	4249	29685148	14.3
	"Michigan"	"26"	"Male"	"M"	"Homicide"	"3"	2857	29685148	9.6
	"Michigan"	"26"	"Male"	"M"	"Undetermined "	"4"	44	29685148	0.1
	"Michigan"	"26"	"Male"	"M"	"Legal Intervention / Operations of War"	"5"	44	29685148	0.1
	"Michigan"	"26"	"Male"	"M"	"Non-Injury, no intent classified"	"9"	0	29685148	Unreliable
	"Minnesota"	"27"	"Female"	"F"	"Unintentional"	"1"	Suppressed	17040432	Suppressed
	"Minnesota"	"27"	"Female"	"F"	"Suicide"	"2"	214	17040432	1.3
	"Minnesota"	"27"	"Female"	"F"	"Homicide"	"3"	131	17040432	0.8
	"Minnesota"	"27"	"Female"	"F"	"Undetermined "	"4"	Suppressed	17040432	Suppressed
	"Minnesota"	"27"	"Female"	"F"	"Legal Intervention / Operations of War"	"5"	0	17040432	Unreliable
	"Minnesota"	"27"	"Female"	"F"	"Non-Injury, no intent classified"	"9"	0	17040432	Unreliable
	"Minnesota"	"27"	"Male"	"M"	"Unintentional"	"1"	15	17030210	Unreliable
	"Minnesota"	"27"	"Male"	"M"	"Suicide"	"2"	2020	17030210	11.9
	"Minnesota"	"27"	"Male"	"M"	"Homicide"	"3"	610	17030210	3.6
	"Minnesota"	"27"	"Male"	"M"	"Undetermined "	"4"	26	17030210	0.2
	"Minnesota"	"27"	"Male"	"M"	"Legal Intervention / Operations of War"	"5"	53	17030210	0.3
	"Minnesota"	"27"	"Male"	"M"	"Non-Injury, no intent classified"	"9"	0	17030210	Unreliable
	"Mississippi"	"28"	"Female"	"F"	"Unintentional"	"1"	19	9143505	Unreliable
	"Mississippi"	"28"	"Female"	"F"	"Suicide"	"2"	310	9143505	3.4
	"Mississippi"	"28"	"Female"	"F"	"Homicide"	"3"	441	9143505	4.8
	"Mississippi"	"28"	"Female"	"F"	"Undetermined "	"4"	20	9143505	0.2
	"Mississippi"	"28"	"Female"	"F"	"Legal Intervention / Operations of War"	"5"	Suppressed	9143505	Suppressed
